ID,TIME,CDS,FX,RESERVE,SM,Mkt,Trsy,HY ,Eq Prem,Vol Prem,EF,BF
BRAZIL,2003-01,1733.333,-0.002122902,0.024605373,-0.033266742,-2.4562,0.24,-0.118827766,0.00159461,0.606796585,-262,12698
BRAZIL,2003-02,1550.833,0.010608725,-0.000104981,-0.037897574,-1.66,-0.33,0.104507202,0.000946213,-2.931788636,-10886,17881
BRAZIL,2003-03,1383.333,-0.058970473,0.094309413,0.137726228,0.9165,0.09,-0.072163816,0.000734057,-0.087735455,42,10635
BRAZIL,2003-04,976.667,-0.138187133,-0.020148233,0.210473611,8.1632,0.07,-0.046547436,-0.003548031,-6.489771294,16115,10874
BRAZIL,2003-05,945,0.02623382,0.051259455,0.024045242,6.2311,-0.55,0.077349896,-0.001805525,6.397929005,11919,7636
BRAZIL,2003-06,885.833,-0.031566168,0.099243218,0.001628945,1.5526,0.16,-0.08482589,0.00050594,1.070159286,18643,5072
BRAZIL,2003-07,866.667,0.032560245,-0.006672739,0.055148614,2.2202,0.92,-0.203477384,-0.000720515,-1.802168309,21473,-8800
BRAZIL,2003-08,770.848,0.000337257,0.008828798,0.10114908,2.3986,0.08,0.128493093,-0.000108694,2.554825396,23605,-9770
BRAZIL,2003-09,765.005,-0.014530865,0.10339069,0.018139403,-0.9982,-0.61,0.188338083,0.003239121,10.24144683,17501,-4439
BRAZIL,2003-10,634.707,-0.022990079,0.021667912,0.108104483,5.9359,0.42,-0.108240937,-0.001962452,-5.473537619,25022,-299
BRAZIL,2003-11,505.815,0.032635339,0.012263726,0.058088984,1.5633,0.11,-0.052775451,0.000139855,1.890141052,14928,-1496
BRAZIL,2003-12,403.919,-0.0204137,-0.095179875,0.176606292,4.4589,-0.13,0.016989387,0.001428334,6.467221512,14178,-1936
BRAZIL,2004-01,492.894,0.017896705,0.075505692,-0.040874694,2.2201,-0.08,0.070941462,-0.000710181,-3.77165102,42965,-37
BRAZIL,2004-02,601.193,-0.00921612,-0.000152288,0.037446888,1.4508,-0.16,-0.001025685,-0.000177723,-1.715440453,26150,1030
BRAZIL,2004-03,573.424,-0.001784856,-0.026235626,-0.00061068,-1.1634,-0.21,-0.022802139,0.003609644,0.06595805,15556,7232
BRAZIL,2004-04,742.284,0.012413177,-0.026140852,-0.147328885,-2.5062,0.83,-0.10235531,0.001472596,-0.020202522,23021,-4401
BRAZIL,2004-05,805.419,0.062629487,0.006023008,-0.016731004,1.3128,0.18,-0.069206009,-0.000133004,-4.573685206,403,-11224
BRAZIL,2004-06,706.941,-0.006903826,-0.014727893,0.049404791,2.0408,0,0.002567461,0.001029087,7.40474603,10029,-4202
BRAZIL,2004-07,610.833,-0.025972772,-0.008770331,0.083869653,-3.8936,-0.1,-0.009041497,0.001717354,-1.427647484,9381,112
BRAZIL,2004-08,486,-0.03072958,0.004148106,0.062932522,0.1264,-0.38,0.13691261,-6.61E-05,3.567765484,1182,4548
BRAZIL,2004-09,443.125,-0.025635781,-0.001933213,0.096035752,1.9077,0.05,-0.142691469,0.001421006,0.249076973,10334,2767
BRAZIL,2004-10,436,-0.000734728,-0.008400277,0.016331769,1.6075,-0.08,0.031004816,-0.000368196,-0.120825011,7143,3550
BRAZIL,2004-11,363.6,-0.044046077,0.020726241,0.103840909,4.6137,0.42,-0.15776215,-0.001371373,-2.374912625,21423,1827
BRAZIL,2004-12,304.5,-0.027945647,0.056726159,0.096085712,3.3287,-0.09,0.053900798,-0.000785689,2.229040915,10265,1713
BRAZIL,2005-01,362.333,-0.011152977,0.014964352,-0.024207256,-2.8612,0.08,-0.092473245,0.00122813,-4.174600927,10105,3816
BRAZIL,2005-02,318.875,-0.011354976,0.099487257,0.174931853,2.0171,0.29,-0.26640172,-0.000802633,4.799357432,22138,1873
BRAZIL,2005-03,433.2,0.027441609,0.050409976,-0.085866625,-1.9578,0.18,0.047158082,0.001340669,0.674720707,15309,-992
BRAZIL,2005-04,413.167,-0.050603946,-0.011302467,-0.041967075,-2.7885,-0.28,0.186158935,0.001391479,-0.394911982,8507,1791
BRAZIL,2005-05,336.723,-0.050377336,-0.009063096,0.077133252,3.5156,-0.14,0.029458029,-0.001270983,-0.886766007,11780,3302
BRAZIL,2005-06,325.99,-0.022218524,-0.014424434,0.038771616,0.8543,-0.04,-0.039102653,0.001482597,-0.574154246,6283,2980
BRAZIL,2005-07,329.823,0.01706383,-0.091771086,0.038694094,4.0075,0.4,-0.23556198,-0.001294135,-0.607225504,9887,5658
BRAZIL,2005-08,339.61,-0.01121292,0.012479834,0.110802192,-0.9356,-0.25,0.278177005,0.001306137,-0.677046453,6353,5850
BRAZIL,2005-09,244.257,-0.059873905,0.034578755,0.190835726,0.7456,0.31,-0.159639,-5.09E-06,0.547056222,7841,2755
BRAZIL,2005-10,277.793,0.014447745,0.053781334,-0.059995132,-2.4647,0.27,-0.02403169,0.002339075,1.92221604,6471,388
BRAZIL,2005-11,252.5,-0.020985847,0.070339012,0.089168205,3.6329,-0.03,0.035807703,-0.002065419,-0.427131975,21060,404
BRAZIL,2005-12,225.071,0.060590954,-0.164754446,-0.01004955,-0.0554,-0.07,0.074886799,0.000619188,0.14539956,9899,-1615
BRAZIL,2006-01,178.012,-0.053283767,0.055678743,0.249573047,3.5663,0.12,-0.196613739,-0.000278895,1.776155766,31475,6206
BRAZIL,2006-02,112.986,-0.036333273,0.011000552,0.019774675,-0.611,0.14,-0.111021478,5.68E-05,-1.549467346,27452,5824
BRAZIL,2006-03,147.634,0.017282563,0.041886015,-0.047392117,1.4403,0.21,-0.078493648,0.00064256,-1.93539052,33805,4012
BRAZIL,2006-04,124.322,-0.038305709,-0.056441801,0.09611441,0.8364,0.1,0.1894387,-0.000639957,-3.901175382,26167,1150
BRAZIL,2006-05,189.827,0.10115856,0.12216133,-0.161970439,-3.579,0.12,-0.020180068,0.002003053,21.49293396,3161,-2897
BRAZIL,2006-06,171.469,-0.059214817,-0.010645259,0.061735697,-0.491,0.06,-0.078580482,0.00178605,-7.565799685,-8664,-623
BRAZIL,2006-07,138.061,0.00549933,0.066591386,0.010690263,-0.6898,-0.19,0.083906465,-0.000939753,20.47762112,694,2864
BRAZIL,2006-08,123,-0.01718908,0.070676669,-0.005425589,1.9943,-0.21,0.089361252,-0.001342217,-2.639741389,3885,5090
BRAZIL,2006-09,134.438,0.016554433,0.02741874,-0.018537382,1.4843,-0.11,-0.049995146,0.001564228,3.832545156,7906,2933
BRAZIL,2006-10,113.478,-0.014352746,0.065624484,0.085240198,3.1926,-0.02,0.064173309,-0.001944963,-1.804844007,13159,8176
BRAZIL,2006-11,110.133,0.011108,0.063247532,0.059532044,1.8503,-0.12,-0.057518725,-0.001282559,-1.765268446,11018,4760
BRAZIL,2006-12,99.583,-0.013293944,0.033261737,0.081860888,0.6098,0.25,-0.216607234,0.001664465,2.484165819,10134,7430
BRAZIL,2007-01,98.214,-0.006221931,0.061387232,0.009765312,1.4403,0.12,0.038496554,-0.00055846,-5.245622816,27364,15287
BRAZIL,2007-02,94.979,-0.003059831,0.110362379,-0.02792653,-1.9251,-0.3,0.333500313,0.002408352,11.72376249,25306,15064
BRAZIL,2007-03,83.299,-0.032014355,0.084355599,0.080878009,0.7878,0.02,-0.1668858,0.001218597,-1.970727543,6551,15782
BRAZIL,2007-04,71.286,-0.00804878,0.112834746,0.063035237,3.5052,-0.03,0.100665088,-0.00293112,9.064978887,16063,13701
BRAZIL,2007-05,62.157,-0.051635112,0.12063555,0.11741306,3.4135,0.35,-0.354260549,-0.001780737,-2.488264545,-2876,20813
BRAZIL,2007-06,75.833,-0.001400052,0.078828298,0.042661537,-1.9004,0.06,0.309754163,0.002185759,-0.152949627,2775,7401
BRAZIL,2007-07,130.942,-0.025236265,0.060014891,0.042257768,-3.6859,-0.32,0.341244853,0.001706959,9.696628153,9901,4630
BRAZIL,2007-08,103.566,0.04496058,0.033418609,-0.035561643,0.7606,-0.35,0.128114843,-0.000955939,-4.041835039,-16756,-3717
BRAZIL,2007-09,85.099,-0.062754894,0.011155523,0.200744093,3.7472,-0.02,-0.107963185,-0.002934558,1.403287649,6759,7432
BRAZIL,2007-10,81.33,-0.051618167,0.029896767,0.156481547,2.1836,-0.07,-0.007895209,-0.000807059,-0.576745415,9339,11605
BRAZIL,2007-11,98.406,0.022768984,0.05511778,-0.048665041,-5.3009,-0.75,0.382799783,0.002238044,-1.422179976,-11257,2092
BRAZIL,2007-12,103,-0.006953401,0.018273547,0.0290348,-0.7071,0.04,0.05925054,-0.002463948,4.594271226,158,519
BRAZIL,2008-01,135.687,-0.006211531,0.039419052,-0.082877199,-6.3924,-0.63,0.269123912,0.004260562,-9.444932478,-45203,23036
BRAZIL,2008-02,152.375,-0.043752486,0.028674988,0.120488166,-2.4039,-0.32,0.220616852,0.002701276,196.030974,8511,13760
BRAZIL,2008-03,177.667,0.039099174,0.012358485,-0.075956945,-1.1595,-0.04,-0.064046869,-0.003598787,-4.79654132,-9480,8776
BRAZIL,2008-04,108.5,-0.035397724,0.003073786,0.153309708,4.9956,0.57,-0.207417816,-0.00260322,5.725778866,11701,16873
BRAZIL,2008-05,85.165,-0.034266066,0.010922903,0.114825929,2.1916,0.38,-0.273411057,-0.000698944,-2.194562897,14582,17092
BRAZIL,2008-06,120.571,-0.023020258,0.014587607,-0.079335577,-8.0203,-0.07,0.125110914,-0.000249565,5.205652279,-4413,4834
BRAZIL,2008-07,117.715,-0.015896953,0.013727286,-0.103924146,-1.4749,-0.09,0.120333859,-0.000615427,-5.366746253,-25920,2780
BRAZIL,2008-08,130.302,0.04328949,0.008155447,-0.098960132,0.9491,-0.15,-0.021059424,-0.00235576,4.731123048,-19574,7736
BRAZIL,2008-09,173.333,0.17129743,0.006473538,-0.230715356,-9.917,-0.12,-0.121704219,0.002187345,2.800217551,-49995,-1575
BRAZIL,2008-10,316.32,0.105021161,-0.044288647,-0.320823348,-18.4771,-0.18,0.309681381,0.01042958,-19.87802211,-70501,-41045
BRAZIL,2008-11,324.82,0.102983593,-0.013480286,-0.092298021,-8.5358,-0.87,0.557772453,0.004725245,-16.50692066,-19704,-14899
BRAZIL,2008-12,300.51,0.001671882,-0.004876488,0.017341001,2.1432,-0.38,-0.098016921,-0.002525955,2.389295932,-19410,-7336
BRAZIL,2009-01,344.95,-0.026063511,-0.029744558,0.045973905,-7.763,0.3,-0.125315142,0.016214517,15.77525001,8869,16027
BRAZIL,2009-02,400.577,0.044953201,-0.006707428,-0.029032021,-10.1285,0.14,0.00462021,0.010722707,0.352640233,-24635,16812
BRAZIL,2009-03,325.257,-0.026576955,0.0190798,0.107252577,8.7502,-0.32,0.295557149,-0.013450098,-3.341268277,-24732,19982
BRAZIL,2009-04,274.069,-0.059141179,0.001019024,0.202131227,11.0506,0.35,-0.065948023,-0.00700695,2.777174628,11498,27828
BRAZIL,2009-05,191.023,-0.094265118,0.024363099,0.220453956,6.7197,0.32,-0.101635229,-0.004751032,-2.956538346,17511,31098
BRAZIL,2009-06,176.481,-0.010848626,0.029303482,-0.039442813,-0.2933,0.2,-0.183497633,-0.004702838,-0.755749845,11850,28495
BRAZIL,2009-07,133.757,-0.040487905,0.026358179,0.087744862,8.2344,-0.01,-0.073105809,-0.004843841,1.73849607,9229,34904
BRAZIL,2009-08,137.755,0.007371007,0.023536694,0.016963425,3.1834,-0.14,0.096615385,-0.006561346,0.659173764,3620,42997
BRAZIL,2009-09,126.631,-0.057423118,0.02541929,0.151993452,4.5174,-0.08,-0.036522634,-0.005690812,1.379644878,-1817,47253
BRAZIL,2009-10,137.513,-0.019182089,0.043778096,0.027126839,-2.842,0,0.029024899,0.000450722,2.384159713,-7199,43705
BRAZIL,2009-11,129.148,0.003727919,0.023687173,0.082387538,5.7309,-0.3,0.146785529,-0.002890299,-3.136255734,-2390,35971
BRAZIL,2009-12,122.52,-0.005313982,0.007827474,0.015769354,2.9123,0.68,-0.186690248,0.008595059,0.440406246,-3756,26166
BRAZIL,2010-01,144.02,0.076746324,0.008629166,-0.109407785,-3.7136,-0.35,0.098007485,0.002562459,-0.743458605,13961,26944
BRAZIL,2010-02,130.157,-0.034037559,0.002744892,0.045355296,3.5267,-0.04,0.099161754,-0.001611422,-5.137124776,24,26236
BRAZIL,2010-03,130.536,-0.016569093,0.010651044,0.072832632,6.4279,0.25,-0.108946155,0.002844534,5.78285906,9935,36631
BRAZIL,2010-04,123.683,-0.028305066,0.014563619,-0.009226379,2.0136,-0.12,0.105337409,-0.000381942,2.924561326,10463,26752
BRAZIL,2010-05,135.833,0.049763033,0.00995089,-0.105138176,-8.0072,-0.33,0.012380345,0.006141301,-9.563207516,-23353,13289
BRAZIL,2010-06,140.294,-0.008368662,0.012973805,-0.04434703,-5.2155,-0.31,0.125525298,0.009682285,346.6390528,-2857,18698
BRAZIL,2010-07,116.909,-0.02459608,0.01659181,0.137325046,7.1007,-0.19,-0.01605496,-0.004402529,-5.627956085,-11250,28687
BRAZIL,2010-08,131.462,-0.00068306,0.015893198,-0.032349279,-4.4017,-0.27,0.015861572,0.003816689,5.642150964,-15040,30401
BRAZIL,2010-09,115.902,-0.03520164,0.053663778,0.105946489,9.237,-0.06,0.027753913,-0.001780509,0.953156182,-8874,25065
BRAZIL,2010-10,100.612,0.004250797,0.035466556,0.014270981,3.8817,-0.1,0.026713673,-0.002263957,-2.661316538,675,22828
BRAZIL,2010-11,123.526,0.008641975,0.002427745,-0.047854878,0.5431,0.3,-0.042904174,0.000551524,2.695223469,620,-1875
BRAZIL,2010-12,111.277,-0.029084339,0.00966227,0.071096343,6.7808,0.54,-0.077079558,-0.001016174,-0.705160157,1281,-21314
BRAZIL,2011-01,118.919,0.004322248,0.031817372,-0.041963478,2.0059,-0.06,0.038592554,-0.001416574,-0.619068104,18717,-2035
BRAZIL,2011-02,118,-0.007292289,0.033433853,0.029892446,3.8526,0.18,-0.021492514,-0.001853602,-1.007473417,11408,7977
BRAZIL,2011-03,111.719,-0.019568882,0.031426318,0.039604484,0.2845,0.11,-0.131432627,0.003158278,-4.723736185,2043,11428
BRAZIL,2011-04,105.347,-0.034023214,0.034529357,-0.006794679,2.8227,-0.27,0.18164896,-0.001585123,2.00544841,6210,14204
BRAZIL,2011-05,104.068,0.004196071,0.015790974,-0.031323762,-1.4707,-0.29,-0.040726937,0.001456718,-1.91319337,-4256,20375
BRAZIL,2011-06,110.005,-0.011902501,0.008600751,-0.003374636,-1.8491,0.08,-0.012456443,0.004568064,0.501191156,-22265,13196
BRAZIL,2011-07,113.553,-0.003075543,0.031305895,-0.043053963,-2.3688,-0.41,0.165517521,0.001244304,15.66267739,-31778,9012
BRAZIL,2011-08,141.633,0.019859888,0.020782563,-0.064965119,-5.8545,-0.39,-0.050701187,0.004501586,-8.924765214,-28147,-5423
BRAZIL,2011-09,201.755,0.168389211,-0.009654035,-0.183813088,-8.4322,0,-0.131451613,0.008533959,121.6225787,-12604,9509
BRAZIL,2011-10,139.25,-0.089482201,0.008797964,0.193518844,11.5327,0.03,0.146492783,-0.007858384,-5.133233179,-20749,10485
BRAZIL,2011-11,161.844,0.072507553,-0.002113446,-0.069840237,-0.6153,-0.03,-0.11783545,0.000272134,1.600400726,-18517,18730
BRAZIL,2011-12,161.587,0.035846451,0.000358328,-0.019938275,0.4875,-0.13,0.074027708,0.001012681,-1.3898177,-29324,10208
BRAZIL,2012-01,144.833,-0.072837795,0.008040561,0.151748921,5.3898,-0.12,0.082640454,-0.003182944,-0.791666635,-672,26324
BRAZIL,2012-02,141.006,-0.017195767,0.003247194,0.054526868,4.1944,0.16,-0.025372331,-0.00322047,1.089485543,1465,33556
BRAZIL,2012-03,122.17,0.06606589,0.025953943,-0.063468845,2.523,0.17,0.064548199,-0.001483934,-2.391584701,-10260,29983
BRAZIL,2012-04,122.916,0.038258865,0.024620946,-0.062108078,-0.6896,-0.22,0.049081664,0.000607724,-0.67771893,-6618,24160
BRAZIL,2012-05,171.133,0.068992863,-0.004297994,-0.144364335,-6.5867,-0.15,-0.028816353,0.005178382,6.877148308,-8752,19312
BRAZIL,2012-06,157.245,-0.00049456,0.003815838,0.011258126,3.8442,0.05,-0.045423683,-0.003962813,-6.120573322,-6436,16507
BRAZIL,2012-07,132.67,0.01415141,0.006199434,0.014452831,1.0262,-0.12,0.035279892,-0.001699983,6.699060238,-9017,25026
BRAZIL,2012-08,131.019,-0.006196331,0.002247136,0.004424953,2.65,-0.01,-0.0195809,-0.001254445,3.600265565,-18097,31898
BRAZIL,2012-09,112.825,-0.003240218,0.003405271,0.02801334,2.6553,0.03,-0.036440084,-0.001731369,-2.665853218,-24072,29881
BRAZIL,2012-10,112.323,0.000344777,-0.005007963,-0.009381378,-1.4468,0.1,-0.089890909,0.001918852,2.172344284,-16382,37048
BRAZIL,2012-11,110.815,0.037469227,0.00010344,-0.029898528,0.612,-0.11,0.003556017,7.86E-05,-6.675427743,-23202,24762
BRAZIL,2012-12,108.449,-0.030326041,-0.014436542,0.076702977,1.2294,0.11,0.020026277,0.000115435,16.07845096,-30636,7768
BRAZIL,2013-01,116.338,-0.027016445,0.000704231,0.028977463,5.5768,0.16,-0.046448087,-0.002606543,0.153342479,37084,32687
BRAZIL,2013-02,131.163,-0.006488934,0.001705524,-0.024872106,0.911,-0.11,0.106099059,-0.000700998,-1.866865913,14465,19869
BRAZIL,2013-03,137.22,0.019442054,0.008896052,-0.01138874,3.6272,0,0.010139886,-0.002226804,-2.565982054,14974,15766
BRAZIL,2013-04,109.01,-0.006009436,0.005770087,0.017619874,1.526,-0.09,-0.050849941,-0.001002039,-1.908564178,5830,12339
BRAZIL,2013-05,146.985,0.065054462,-0.010659441,-0.071058323,2.0911,0.37,-0.04427204,-0.001305867,6.265271607,6200,12849
BRAZIL,2013-06,184.995,0.039266279,-0.013175589,-0.125331305,-1.4285,0.36,-0.050119139,0.002085058,-2.118237554,6168,-59319
BRAZIL,2013-07,188.167,0.033720038,0.006638208,-0.015249635,5.3528,-0.03,0.18082483,-0.003267106,3.217239922,19350,-16371
BRAZIL,2013-08,206.855,0.035895197,-0.013937542,-0.021007261,-2.6063,0.24,-0.059158175,0.002086493,3.883001265,7440,-28883
BRAZIL,2013-09,176,-0.06007082,0.004454692,0.124341098,3.7624,-0.23,0.111710677,-0.000998399,-0.633350198,4881,-10969
BRAZIL,2013-10,167.15,-0.012288649,-0.01143042,0.060485185,4.0391,-0.08,-0.042204551,-0.00246163,-2.643271999,21041,-15362
BRAZIL,2013-11,205,0.055532852,-0.005301635,-0.066519863,2.5885,0.06,0.043597024,-0.001799986,1.218599279,22326,-14147
BRAZIL,2013-12,193.771,0.007614213,-0.00996199,-0.046039843,2.6906,0.38,-0.090026174,-0.001193504,-1.38795459,-207,-19630
BRAZIL,2014-01,205.681,0.035734108,0.005999519,-0.105942088,-3.0055,-0.26,-0.024411475,0.002659087,5.9277397,23762,2545
BRAZIL,2014-02,171.335,-0.038334707,0.00449986,0.035883348,4.6405,0.02,0.009465803,-0.002240855,-5.416419993,19036,8797
BRAZIL,2014-03,169.66,-0.030132876,0.003844605,0.109990693,0.4469,0.22,-0.062564851,-0.000677582,-0.016181173,10447,13811
BRAZIL,2014-04,146.675,-0.011932647,0.007837699,0.037577536,0.1479,-0.04,-0.008076087,-0.000563411,-0.133442243,6267,8727
BRAZIL,2014-05,142.325,0.001341862,0.006249422,-0.017532642,2.0451,-0.15,0.038849397,-0.001035914,0.675156392,-221,12020
BRAZIL,2014-06,144.15,-0.016304105,0.012471349,0.054412968,2.8239,0.08,-0.014282304,0.000581905,2.407291219,-2262,11709
BRAZIL,2014-07,155.98,0.029470529,0.009597267,0.018670267,-2.0681,0.14,-0.065181418,0.000482936,7.485059615,-6453,10521
BRAZIL,2014-08,127,-0.012262362,0.006598916,0.110408957,4.0977,-0.13,0.023961661,-0.002461649,-5.182993091,1175,5238
BRAZIL,2014-09,175.625,0.094404501,-0.008729145,-0.192171468,-2.4725,0.15,-0.047476494,0.001660145,7.192460032,-5175,-19381
BRAZIL,2014-10,151.75,-0.002774717,0.001179596,0.004875461,2.1443,-0.16,-0.000442654,-0.001006865,-10.92378711,5243,-6251
BRAZIL,2014-11,153.516,0.047424199,-0.000864564,-0.046938599,2.176,-0.13,0.062131881,-0.000811717,-108.4127175,-2465,14946
BRAZIL,2014-12,200.755,0.037541995,-0.031486971,-0.111070725,-0.3308,0.16,-0.102359907,0.000313271,0.280847031,-23888,-19082
BRAZIL,2015-01,226.629,0.002296773,-0.004864617,-0.064460465,-2.8454,-0.47,0.040317711,0.002352486,-2.180284198,13064,9983
BRAZIL,2015-02,242.906,0.081104433,0.002928506,0.028297003,5.7137,0.32,-0.057150511,-0.003165362,-2.217065384,8998,17187
BRAZIL,2015-03,282.705,0.11459745,0.001728252,-0.11271201,-1.06,-0.13,0.027702799,-0.000574393,2.061089366,5081,6310
BRAZIL,2015-04,234.341,-0.066839168,0.004614816,0.167997765,0.8545,0.06,-0.088010322,-0.000926342,-0.982744605,-1435,6749
BRAZIL,2015-05,235.496,0.061838105,0.006218361,-0.117398055,1.0778,0.06,0.172948666,-0.000507461,1.594823934,-3814,5478
BRAZIL,2015-06,259.89,-0.023974327,0.005730939,0.037547505,-1.9215,0.14,-0.003704501,0.00062877,6.808772731,-2983,8229
BRAZIL,2015-07,292.665,0.093965573,-0.00053794,-0.122137893,1.2725,-0.09,0.041765749,-0.001333321,-7.300820908,-9548,-8197
BRAZIL,2015-08,350.772,0.074461502,-0.000774052,-0.141651559,-6.0507,0,-0.058186346,0.003994391,15.85220972,-9353,-23513
BRAZIL,2015-09,480.027,0.089430671,-0.01833064,-0.118798535,-3.4252,-0.17,0.108006874,0.00053028,2.926333099,-9392,-20022
BRAZIL,2015-10,440.514,-0.028697294,-0.000483652,0.051964059,7.5039,0.15,-0.035237035,-0.005211942,-3.261597701,-9809,4611
BRAZIL,2015-11,444.133,-0.002151095,-0.011166165,-0.031516798,0.2604,0.13,-8.24E-05,-0.000602423,1.853791058,-20558,-5021
BRAZIL,2015-12,494.939,0.014103163,-0.001665508,-0.050669725,-2.2477,0.11,-0.029807058,0.000469613,-2.027643013,-36811,-27057
BRAZIL,2016-01,473.447,0.035343834,0.002723148,-0.073270154,-5.8344,-0.43,0.108783411,0.00262805,-11.98159373,-4964,-5182
BULGARIA,2003-01,193.333,-0.040684705,-0.034577785,0.131578947,-2.4562,0.24,-0.118827766,0.00159461,0.606796585,-262,12698
BULGARIA,2003-02,207.667,0.005861956,0.009572684,0.156146179,-1.66,-0.33,0.104507202,0.000946213,-2.931788636,-10886,17881
BULGARIA,2003-03,236.667,-0.013036116,0.02904087,-0.034482759,0.9165,0.09,-0.072163816,0.000734057,-0.087735455,42,10635
BULGARIA,2003-04,225,-0.021201465,0.09083345,0.116071429,8.1632,0.07,-0.046547436,-0.003548031,-6.489771294,16115,10874
BULGARIA,2003-05,209.333,-0.058448044,0.08064408,0.056,6.2311,-0.55,0.077349896,-0.001805525,6.397929005,11919,7636
BULGARIA,2003-06,207.5,0.034568424,-0.018381127,0.174242424,1.5526,0.16,-0.08482589,0.00050594,1.070159286,18643,5072
BULGARIA,2003-07,187.5,0.00962789,-0.009343893,0.088172043,2.2202,0.92,-0.203477384,-0.000720515,-1.802168309,21473,-8800
BULGARIA,2003-08,188,0.035785608,-0.008512751,0.090909091,2.3986,0.08,0.128493093,-0.000108694,2.554825396,23605,-9770
BULGARIA,2003-09,186.875,-0.06222104,0.078270121,0.251811594,-0.9982,-0.61,0.188338083,0.003239121,10.24144683,17501,-4439
BULGARIA,2003-10,161.497,0.00258022,0.058815849,0.066570188,5.9359,0.42,-0.108240937,-0.001962452,-5.473537619,25022,-299
BULGARIA,2003-11,150.158,-0.031018439,0.05026565,0.005427408,1.5633,0.11,-0.052775451,0.000139855,1.890141052,14928,-1496
BULGARIA,2003-12,127.75,-0.050354149,0.035669358,0.052631579,4.4589,-0.13,0.016989387,0.001428334,6.467221512,14178,-1936
BULGARIA,2004-01,120,0.019864274,-0.075296697,-0.003846154,2.2201,-0.08,0.070941462,-0.000710181,-3.77165102,42965,-37
BULGARIA,2004-02,128.5,-0.002735354,0.028486561,0.042471042,1.4508,-0.16,-0.001025685,-0.000177723,-1.715440453,26150,1030
BULGARIA,2004-03,112,0.015866667,0.020255911,-0.00617284,-1.1634,-0.21,-0.022802139,0.003609644,0.06595805,15556,7232
BULGARIA,2004-04,124.333,0.023187645,-0.009101515,0.039751553,-2.5062,0.83,-0.10235531,0.001472596,-0.020202522,23021,-4401
BULGARIA,2004-05,142.25,-0.020579809,0.083429064,0.045400239,1.3128,0.18,-0.069206009,-0.000133004,-4.573685206,403,-11224
BULGARIA,2004-06,91.333,0.003536861,0.074302558,0.009142857,2.0408,0,0.002567461,0.001029087,7.40474603,10029,-4202
BULGARIA,2004-07,68.125,0.009638487,-0.091503618,0.022650057,-3.8936,-0.1,-0.009041497,0.001717354,-1.427647484,9381,112
BULGARIA,2004-08,61.875,-0.00594554,0.065882304,0.085271318,0.1264,-0.38,0.13691261,-6.61E-05,3.567765484,1182,4548
BULGARIA,2004-09,54.833,-0.024014193,0.079524158,0.086734694,1.9077,0.05,-0.142691469,0.001421006,0.249076973,10334,2767
BULGARIA,2004-10,50.5,-0.025752805,0.065356853,0.144600939,1.6075,-0.08,0.031004816,-0.000368196,-0.120825011,7143,3550
BULGARIA,2004-11,40.083,-0.041971308,0.083154875,0.13535685,4.6137,0.42,-0.15776215,-0.001371373,-2.374912625,21423,1827
BULGARIA,2004-12,32,-0.023935151,0.045187777,0.049132948,3.3287,-0.09,0.053900798,-0.000785689,2.229040915,10265,1713
BULGARIA,2005-01,31.1,0.044955425,-0.113138049,0.199724518,-2.8612,0.08,-0.092473245,0.00122813,-4.174600927,10105,3816
BULGARIA,2005-02,27.7,-0.016741756,0.042243313,0.307118255,2.0171,0.29,-0.26640172,-0.000802633,4.799357432,22138,1873
BULGARIA,2005-03,40.3,0.022597809,0.011623257,-0.124725516,-1.9578,0.18,0.047158082,0.001340669,0.674720707,15309,-992
BULGARIA,2005-04,50.4,0.000544192,0.02300397,-0.107375815,-2.7885,-0.28,0.186158935,0.001391479,-0.394911982,8507,1791
BULGARIA,2005-05,48.4,0.050765164,-0.00479612,-0.031478359,3.5156,-0.14,0.029458029,-0.001270983,-0.886766007,11780,3302
BULGARIA,2005-06,42.25,0.01976535,0.013097657,-0.073128265,0.8543,-0.04,-0.039102653,0.001482597,-0.574154246,6283,2980
BULGARIA,2005-07,37.125,-8.65555E-05,-0.072694014,0.06449593,4.0075,0.4,-0.23556198,-0.001294135,-0.607225504,9887,5658
BULGARIA,2005-08,38.688,-0.008606836,0.036139878,0.076470588,-0.9356,-0.25,0.278177005,0.001306137,-0.677046453,6353,5850
BULGARIA,2005-09,27.4,0.012953731,0.007409646,0.099453552,0.7456,0.31,-0.159639,-5.09E-06,0.547056222,7841,2755
BULGARIA,2005-10,38.95,0.001582963,-0.00355093,-0.095427435,-2.4647,0.27,-0.02403169,0.002339075,1.92221604,6471,388
BULGARIA,2005-11,36.25,0.021583043,0.014979887,-0.033516484,3.6329,-0.03,0.035807703,-0.002065419,-0.427131975,21060,404
BULGARIA,2005-12,33.5,-0.002376869,-0.028354163,-0.028425242,-0.0554,-0.07,0.074886799,0.000619188,0.14539956,9899,-1615
BULGARIA,2006-01,36.375,-0.026485313,-0.054344331,0.097717964,3.5663,0.12,-0.196613739,-0.000278895,1.776155766,31475,6206
BULGARIA,2006-02,32.1,0.020458615,-0.022894855,-0.02238806,-0.611,0.14,-0.111021478,5.68E-05,-1.549467346,27452,5824
BULGARIA,2006-03,32.6,-0.018919739,0.042246503,-0.001635769,1.4403,0.21,-0.078493648,0.00064256,-1.93539052,33805,4012
